"Geschlecht","Groesse","Alter","Gewicht","Studienrichtung","Abschluss","Job","Jobdauer","Vorbildung","Geburtsjahr","Plz","Ort","Bundesland"
"w",166,19,57,"International Business and Economics","Bachelor","ja",15,"AHS",2003,9374,"Wieting","K"
"w",146,22,47,"Robotics and Artificial Intelligence","Master","ja",11,"AHS",2000,9751,"Sachsenburg","K"
"m",180,25,110,"Geschichte","Bachelor","ja",22,"AHS",1997,9586,"Fürnitz","K"
"w",163,23,60,"International Business and Economics","Master","ja",16,"Ausl",1999,9612,"St. Georgen im Gailtal","K"
"m",167,30,73,"Wirtschaftsinformatik","Master","ja",31,"Ausl",1992,9510,"Villach","K"
"w",161,22,57,"Anglistik und Amerikanistik","Master","ja",11,"HAK",2000,9133,"Sittersdorf","K"
"w",154,22,54,"Philosophie","Bachelor","nein",0,"Sonst",2000,9035,"Klagenfurt","K"
"w",172,21,54,"Robotics and Artificial Intelligence","Bachelor","ja",10,"HAK",2001,9653,"Liesing","K"
"w",161,23,60,"Wirtschaft und Recht","Master","ja",15,"AHS",1999,9361,"St. Salvator","K"
"w",151,20,45,"International Business and Economics","Bachelor","ja",10,"HAK",2002,9612,"St. Georgen im Gailtal","K"
"w",163,20,65,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"Ausl",2002,9322,"Micheldorf","K"
"m",164,22,78,"Slawistik","Master","nein",0,"HBLA",2000,9508,"Villach","K"
"w",151,22,53,"Angewandte Kulturwissenschaft","Bachelor","ja",10,"HBLA",2000,9652,"Birnbaum","K"
"w",148,21,48,"Wirtschaft und Recht","Master","ja",41,"HBLA",2001,9123,"St. Primus","K"
"w",157,21,52,"Betriebswirtschaft","Bachelor","nein",0,"AHS",2001,9025,"Klagenfurt am Wörthersee","K"
"w",158,22,57,"Slawistik","Bachelor","ja",13,"Ausl",2000,9711,"Paternion","K"
"m",182,21,65,"Geschichte","Master","ja",8,"Sonst",2001,9402,"Wolfsberg, Kärnten","K"
"m",169,20,72,"Technische Mathematik","PhD","ja",4,"Sonst",2002,9654,"St. Lorenzen im Lesachtal","K"
"w",171,22,76,"Germanistik","Master","nein",0,"HAK",2000,9510,"Villach","K"
"w",151,19,52,"Technische Mathematik","Master","ja",10,"Ausl",2003,9813,"Möllbrücke","K"
"w",155,21,53,"Medien- und Kommunikationswissenschaften","PhD","ja",16,"AHS",2001,9026,"Klagenfurt am Wörthersee","K"
"w",153,20,53,"Romanistik","Master","ja",14,"AHS",2002,9074,"Keutschach","K"
"w",150,22,51,"Angewandte Informatik","Master","nein",0,"AHS",2000,9584,"Finkenstein","K"
"w",157,20,55,"Informationstechnik","PhD","nein",0,"HBLA",2002,9842,"Mörtschach","K"
"m",173,21,63,"Geschichte","Bachelor","nein",0,"HAK",2001,9112,"Griffen","K"
"w",156,21,49,"Erziehungs- und Bildungswissenschaft","Bachelor","nein",0,"AHS",2001,9614,"Vorderberg","K"
"m",174,20,75,"Psychologie","Master","ja",31,"AHS",2002,9201,"Krumpendorf","K"
"m",182,20,80,"Geographie","Master","ja",18,"HAK",2002,9562,"Himmelberg","K"
"m",182,19,70,"Geschichte","Bachelor","ja",18,"AHS",2003,9343,"Zweinitz","K"
"m",160,23,58,"International Business and Economics","Master","ja",19,"Sonst",1999,9183,"Rosenbach","K"
"w",164,21,52,"Betriebswirtschaft","Bachelor","nein",0,"AHS",2001,9362,"Grades","K"
"w",153,21,50,"Technische Mathematik","PhD","ja",6,"Ausl",2001,9133,"Sittersdorf","K"
"m",173,21,73,"Medien- und Kommunikationswissenschaften","PhD","nein",0,"HAK",2001,9433,"St. Andrä","K"
"m",174,21,68,"International Business and Economics","Master","ja",19,"AHS",2001,9613,"Feistritz an der Gail","K"
"m",169,21,65,"Angewandte Informatik","Master","nein",0,"Sonst",2001,9360,"Friesach","K"
"m",167,23,69,"Romanistik","Master","ja",38,"Sonst",1999,9654,"St. Lorenzen im Lesachtal","K"
"w",163,19,60,"Angewandte Informatik","Master","ja",7,"HBLA",2003,9634,"Gundersheim","K"
"m",175,21,67,"Informationstechnik","Master","ja",8,"HTL",2001,9863,"Rennweg","K"
"m",160,22,60,"Wirtschaftsinformatik","Master","nein",0,"HAK",2000,9552,"Steindorf am Ossiacher See","K"
"w",155,21,56,"Wirtschaftsinformatik","Bachelor","ja",17,"HAK",2001,9625,"St. Stefan an der Gail","K"
"m",184,19,73,"Romanistik","Master","ja",9,"AHS",2003,9142,"Globasnitz","K"
"w",157,23,59,"Medien- und Kommunikationswissenschaften","Master","ja",11,"AHS",1999,9844,"Heiligenblut","K"
"m",178,24,63,"Angewandte Informatik","Master","nein",0,"AHS",1998,9210,"Pörtschach am Wörther See","K"
"m",172,20,62,"Erziehungs- und Bildungswissenschaft","Bachelor","ja",8,"AHS",2002,9701,"Rothenthurn","K"
"w",156,19,51,"Angewandte Kulturwissenschaft","Master","nein",0,"Ausl",2003,9461,"Prebl","K"
"m",175,22,76,"Psychologie","Bachelor","nein",0,"Ausl",2000,9831,"Flattach","K"
"w",163,20,58,"Slawistik","PhD","ja",6,"HTL",2002,9863,"Rennweg","K"
"w",168,21,74,"Technische Mathematik","Master","nein",0,"AHS",2001,9815,"Kolbnitz","K"
"w",160,23,59,"International Business and Economics","Master","ja",21,"HBLA",1999,9831,"Flattach","K"
"w",155,22,57,"Geschichte","Bachelor","nein",0,"AHS",2000,9634,"Gundersheim","K"
"w",152,19,55,"Robotics and Artificial Intelligence","Bachelor","nein",0,"HAK",2003,9554,"St. Urban","K"
"m",154,20,54,"Geschichte","Master","nein",0,"HAK",2002,9344,"Weitensfeld","K"
"w",166,19,68,"Philosophie","Bachelor","nein",0,"Ausl",2003,9184,"St. Jakob im Rosental","K"
"w",162,19,60,"Geschichte","Master","ja",8,"AHS",2003,9712,"Fresach","K"
"m",182,20,76,"Germanistik","Master","ja",9,"AHS",2002,9811,"Lendorf","K"
"m",170,19,58,"Philosophie","Master","ja",9,"Ausl",2003,9622,"Weißbriach","K"
"w",167,22,72,"Philosophie","Master","nein",0,"HAK",2000,9508,"Villach","K"
"m",178,22,88,"Anglistik und Amerikanistik","Master","nein",0,"HTL",2000,9544,"Feld am See","K"
"w",152,20,57,"Slawistik","PhD","nein",0,"HAK",2002,9300,"St. Veit an der Glan","K"
"m",174,18,65,"Wirtschaft und Recht","Master","ja",16,"Ausl",2004,9361,"St. Salvator","K"
"w",175,20,84,"Philosophie","Master","ja",20,"AHS",2002,9135,"Bad Eisenkappel","K"
"m",166,20,56,"Philosophie","PhD","ja",20,"HAK",2002,9652,"Birnbaum","K"
"m",174,20,76,"Wirtschaft und Recht","Bachelor","ja",5,"HAK",2002,9402,"Wolfsberg, Kärnten","K"
"m",179,20,68,"Angewandte Kulturwissenschaft","Master","nein",0,"AHS",2002,9546,"Bad Kleinkirchheim","K"
"w",160,21,60,"Wirtschaftsinformatik","Master","ja",11,"Ausl",2001,9300,"St. Veit an der Glan","K"
"w",168,22,69,"Psychologie","Master","nein",0,"HAK",2000,9302,"St. Veit an der Glan","K"
"w",166,21,71,"Angewandte Kulturwissenschaft","PhD","nein",0,"Ausl",2001,9570,"Ossiach","K"
"m",167,22,52,"Slawistik","Bachelor","nein",0,"AHS",2000,9300,"St. Veit an der Glan","K"
"m",175,20,69,"Philosophie","Master","nein",0,"Ausl",2002,9162,"Strau","K"
"w",160,20,60,"Geschichte","PhD","nein",0,"Sonst",2002,9853,"Gmünd","K"
"m",178,20,72,"Philosophie","Bachelor","nein",0,"HAK",2002,9773,"Irschen","K"
"w",153,19,52,"Medien- und Kommunikationswissenschaften","Master","ja",22,"HAK",2003,9361,"St. Salvator","K"
"w",161,19,70,"Informationstechnik","Master","ja",5,"AHS",2003,9071,"Köttmannsdorf","K"
"w",162,22,65,"Anglistik und Amerikanistik","Bachelor","ja",25,"HAK",2000,9143,"St. Michael ob Bleiburg","K"
"w",164,19,63,"Angewandte Kulturwissenschaft","Bachelor","ja",16,"HBLA",2003,9010,"Klagenfurt am Wörthersee","K"
"m",175,22,83,"Betriebswirtschaft","Master","nein",0,"Ausl",2000,9173,"St. Margareten im Rosental","K"
"w",154,20,50,"Slawistik","Master","ja",2,"Sonst",2002,9556,"Liebenfels","K"
"m",166,25,58,"Germanistik","Bachelor","nein",0,"Ausl",1997,9171,"Waidisch","K"
"m",170,18,69,"Geographie","Master","nein",0,"AHS",2004,9640,"Kötschach-Mauthen","K"
"w",152,23,52,"Slawistik","PhD","nein",0,"Ausl",1999,9171,"Waidisch","K"
"m",190,20,74,"Germanistik","Master","ja",22,"Ausl",2002,9713,"Zlan","K"
"m",175,20,62,"Psychologie","Master","nein",0,"HAK",2002,9026,"Klagenfurt am Wörthersee","K"
"w",159,20,55,"Geschichte","Master","ja",10,"HAK",2002,9231,"Köstenberg","K"
"m",172,21,79,"Angewandte Informatik","Master","nein",0,"Sonst",2001,9150,"Bleiburg","K"
"m",171,22,74,"Informationstechnik","Master","nein",0,"Ausl",2000,9601,"Arnoldstein","K"
"m",173,25,62,"Wirtschaft und Recht","Bachelor","ja",19,"Ausl",1997,9000,"Villach","K"
"w",160,20,58,"Slawistik","Master","ja",16,"Sonst",2002,9321,"Kappel am Krappfeld","K"
"m",169,24,72,"Technische Mathematik","Master","ja",14,"HAK",1998,9072,"Ludmannsdorf","K"
"m",171,23,76,"Betriebswirtschaft","PhD","ja",30,"Ausl",1999,9821,"Obervellach","K"
"w",156,19,57,"Betriebswirtschaft","Master","nein",0,"Sonst",2003,9082,"Maria Wörth","K"
"m",167,20,63,"Technische Mathematik","Bachelor","nein",0,"Sonst",2002,9344,"Weitensfeld","K"
"w",167,24,72,"Geographie","Bachelor","nein",0,"Sonst",1998,9300,"St. Veit an der Glan","K"
"w",158,20,59,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"Ausl",2002,9132,"Gallizien","K"
"m",186,21,80,"Geographie","PhD","nein",0,"AHS",2001,9851,"Lieserbrücke","K"
"m",175,22,57,"Angewandte Informatik","Bachelor","ja",16,"Ausl",2000,9571,"Sirnitz","K"
"w",169,22,59,"Germanistik","PhD","ja",17,"HAK",2000,9712,"Fresach","K"
"m",170,23,76,"Anglistik und Amerikanistik","Master","nein",0,"HTL",1999,9034,"Klagenfurt","K"
"m",156,21,57,"Anglistik und Amerikanistik","Bachelor","ja",38,"HAK",2001,9872,"Millstatt am See","K"
"m",174,20,74,"Geschichte","Bachelor","ja",31,"Ausl",2002,9035,"Klagenfurt","K"
"w",171,20,65,"International Business and Economics","Master","nein",0,"HBLA",2002,9500,"Villach","K"
"m",173,20,81,"Wirtschaft und Recht","Master","nein",0,"HBLA",2002,9163,"Unterbergen","K"
"w",158,20,55,"Romanistik","Master","ja",8,"Ausl",2002,9373,"Klein St. Paul","K"
"m",176,21,106,"Angewandte Informatik","Master","ja",15,"Ausl",2001,9010,"Klagenfurt am Wörthersee","K"
"m",174,20,78,"Medien- und Kommunikationswissenschaften","Bachelor","ja",12,"HAK",2002,9552,"Steindorf am Ossiacher See","K"
"m",166,22,54,"Angewandte Kulturwissenschaft","Master","ja",12,"Ausl",2000,9802,"Spittal an der Drau","K"
"m",187,19,86,"Geschichte","Master","nein",0,"AHS",2003,9813,"Möllbrücke","K"
"w",160,21,70,"Technische Mathematik","Master","ja",22,"Sonst",2001,9300,"St. Veit an der Glan","K"
"m",162,18,58,"Informationstechnik","Master","nein",0,"AHS",2004,9652,"Birnbaum","K"
"w",151,19,50,"Wirtschaftsinformatik","Master","ja",27,"HTL",2003,9530,"Bad Bleiberg","K"
"w",166,21,66,"Angewandte Kulturwissenschaft","Bachelor","nein",0,"HAK",2001,9842,"Mörtschach","K"
"m",185,19,85,"Geschichte","Master","ja",10,"AHS",2003,9433,"St. Andrä","K"
"m",183,22,87,"Psychologie","Master","nein",0,"AHS",2000,9363,"Metnitz","K"
"w",162,21,64,"Geschichte","PhD","nein",0,"Ausl",2001,9212,"Techelsberg am Wörther See","K"
"m",182,20,67,"Psychologie","Master","ja",25,"Sonst",2002,9642,"Laas","K"
"m",180,21,82,"Wirtschaftsinformatik","Bachelor","ja",8,"HBLA",2001,9028,"Klagenfurt am Wörthersee","K"
"m",175,18,79,"Romanistik","Master","nein",0,"Ausl",2004,9504,"Villach-Warmbad Villach","K"
"w",162,18,59,"Wirtschaft und Recht","PhD","ja",25,"HTL",2004,9803,"Spittal an der Drau","K"
"w",174,25,78,"Medien- und Kommunikationswissenschaften","Master","ja",24,"Ausl",1997,9121,"Tainach","K"
"w",143,20,44,"Wirtschaftsinformatik","Master","nein",0,"HAK",2002,9862,"Kremsbrücke","K"
"w",163,22,68,"Wirtschaft und Recht","PhD","ja",20,"HBLA",2000,9130,"Poggersdorf","K"
"m",171,21,61,"Angewandte Kulturwissenschaft","Master","nein",0,"Ausl",2001,9710,"Feistritz an der Drau","K"
"w",148,21,49,"Technische Mathematik","Master","ja",17,"AHS",2001,9334,"Guttaring","K"
"w",156,19,55,"Technische Mathematik","PhD","nein",0,"Sonst",2003,9773,"Irschen","K"
"w",161,22,60,"Robotics and Artificial Intelligence","Master","nein",0,"HBLA",2000,9535,"Schiefling am Wörthersee","K"
"w",158,21,55,"Geschichte","Master","ja",25,"Ausl",2001,9507,"Villach","K"
"w",170,18,80,"Erziehungs- und Bildungswissenschaft","Master","ja",11,"Sonst",2004,9362,"Grades","K"
"w",167,18,53,"Slawistik","Bachelor","ja",13,"Ausl",2004,9402,"Wolfsberg, Kärnten","K"
"w",153,23,49,"Psychologie","Bachelor","nein",0,"HBLA",1999,9421,"Eitweg","K"
"m",178,19,84,"Psychologie","Master","ja",9,"Sonst",2003,9640,"Kötschach-Mauthen","K"
"w",168,21,69,"Geschichte","Master","ja",14,"AHS",2001,9161,"Maria Rain","K"
"w",152,22,54,"Germanistik","Master","nein",0,"HAK",2000,9844,"Heiligenblut","K"
"w",160,21,53,"Germanistik","PhD","nein",0,"Sonst",2001,9231,"Köstenberg","K"
"m",187,19,96,"International Business and Economics","Master","nein",0,"HBLA",2003,9851,"Lieserbrücke","K"
"m",178,18,69,"Geographie","Master","ja",13,"Ausl",2004,9112,"Griffen","K"
"w",169,21,76,"Wirtschaftsinformatik","Bachelor","nein",0,"AHS",2001,9300,"St. Veit an der Glan","K"
"m",188,21,76,"Erziehungs- und Bildungswissenschaft","Bachelor","nein",0,"HAK",2001,9631,"Jenig","K"
"m",175,20,59,"Informationstechnik","Master","ja",11,"AHS",2002,9343,"Zweinitz","K"
"w",164,19,62,"Angewandte Informatik","Master","nein",0,"Sonst",2003,9402,"Wolfsberg, Kärnten","K"
"w",171,23,67,"Philosophie","Master","nein",0,"Ausl",1999,9509,"Zauchen","K"
"w",162,20,60,"Slawistik","PhD","nein",0,"AHS",2002,9530,"Bad Bleiberg","K"
"m",177,20,86,"Geschichte","Bachelor","ja",13,"Ausl",2002,9312,"Meiselding","K"
"m",170,23,78,"Technische Mathematik","Master","ja",9,"AHS",1999,9183,"Rosenbach","K"
"m",167,20,80,"Wirtschaftsinformatik","Master","nein",0,"Ausl",2002,9431,"St. Stefan","K"
"m",174,23,65,"Romanistik","PhD","nein",0,"HAK",1999,9312,"Meiselding","K"
"w",157,22,55,"Informationstechnik","PhD","ja",13,"AHS",2000,9634,"Gundersheim","K"
"w",168,21,69,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"HBLA",2001,9026,"Klagenfurt am Wörthersee","K"
"m",169,21,58,"Erziehungs- und Bildungswissenschaft","Master","nein",0,"AHS",2001,9614,"Vorderberg","K"
"w",156,24,56,"Medien- und Kommunikationswissenschaften","Master","ja",14,"AHS",1998,9470,"St. Paul im Lavanttal","K"
"m",167,26,52,"Technische Mathematik","Master","ja",22,"HAK",1996,9171,"Waidisch","K"
"m",183,21,118,"Philosophie","Master","ja",16,"AHS",2001,9862,"Kremsbrücke","K"
"w",159,21,58,"Informationstechnik","Bachelor","ja",13,"AHS",2001,9345,"Kleinglödnitz","K"
"w",157,19,57,"Philosophie","Master","ja",14,"HBLA",2003,9831,"Flattach","K"
"w",161,20,59,"Slawistik","Master","ja",32,"AHS",2002,9546,"Bad Kleinkirchheim","K"
"m",170,26,61,"Geschichte","Bachelor","ja",24,"AHS",1996,9082,"Maria Wörth","K"
"m",187,23,87,"Wirtschaftsinformatik","Bachelor","ja",27,"Sonst",1999,9312,"Meiselding","K"
"m",179,20,69,"Wirtschaftsinformatik","Master","nein",0,"HAK",2002,9551,"Bodensdorf","K"
"w",156,22,57,"Robotics and Artificial Intelligence","Master","ja",12,"HAK",2000,9583,"Faak am See","K"
"w",164,22,53,"International Business and Economics","PhD","nein",0,"AHS",2000,9300,"St. Veit an der Glan","K"
"w",164,21,60,"Robotics and Artificial Intelligence","Master","ja",13,"HAK",2001,9113,"Ruden","K"
"w",171,20,64,"Philosophie","Master","ja",35,"Sonst",2002,9373,"Klein St. Paul","K"
"m",172,21,57,"Wirtschaft und Recht","Bachelor","ja",33,"Sonst",2001,9634,"Gundersheim","K"
"w",169,25,72,"Romanistik","Master","ja",30,"HBLA",1997,9374,"Wieting","K"
"w",171,19,69,"Geschichte","Bachelor","nein",0,"Ausl",2003,9554,"St. Urban","K"
"m",190,27,78,"Geschichte","Master","ja",6,"HBLA",1995,9871,"Seeboden","K"
"m",174,20,67,"International Business and Economics","Master","ja",14,"Ausl",2002,9613,"Feistritz an der Gail","K"
"m",175,24,76,"Angewandte Informatik","Master","nein",0,"Ausl",1998,9762,"Weißensee","K"
"w",172,19,65,"Angewandte Informatik","Bachelor","nein",0,"AHS",2003,9082,"Maria Wörth","K"
"m",176,24,86,"Romanistik","Master","ja",12,"Ausl",1998,9182,"Maria Elend","K"
"w",164,18,49,"Wirtschaftsinformatik","Master","nein",0,"HAK",2004,9170,"Ferlach","K"
"m",185,20,120,"Romanistik","PhD","ja",19,"HBLA",2002,9633,"Reisach","K"
"w",169,19,57,"Geschichte","Master","nein",0,"HAK",2003,9112,"Griffen","K"
"w",162,23,60,"Wirtschaftsinformatik","Master","ja",17,"HAK",1999,9072,"Ludmannsdorf","K"
"m",161,19,58,"Wirtschaft und Recht","Master","ja",22,"Sonst",2003,9802,"Spittal an der Drau","K"
"w",161,23,54,"Geschichte","Master","nein",0,"AHS",1999,9422,"Maria Rojach","K"
"w",171,18,70,"Geschichte","Bachelor","ja",23,"AHS",2004,9421,"Eitweg","K"
"m",170,19,53,"Germanistik","Master","ja",33,"AHS",2003,9813,"Möllbrücke","K"
"w",144,23,49,"Informationstechnik","Master","nein",0,"Ausl",1999,9761,"Greifenburg","K"
"w",164,22,71,"International Business and Economics","PhD","ja",13,"Ausl",2000,9312,"Meiselding","K"
"m",169,21,78,"Romanistik","Master","ja",10,"Sonst",2001,9183,"Rosenbach","K"
"m",173,20,73,"Wirtschaftsinformatik","PhD","nein",0,"AHS",2002,9564,"Patergassen","K"
"m",173,42,52,"Erziehungs- und Bildungswissenschaft","Bachelor","ja",25,"AHS",1980,9805,"Baldramsdorf","K"
"m",165,20,60,"Angewandte Kulturwissenschaft","Master","nein",0,"HAK",2002,9714,"Stockenboi","K"
"w",161,21,60,"Psychologie","Bachelor","nein",0,"HBLA",2001,9542,"Afritz","K"
"m",170,21,56,"Philosophie","Master","ja",9,"Ausl",2001,9462,"Bad St. Leonhard im Lavanttal","K"
"w",160,21,59,"Slawistik","Master","nein",0,"AHS",2001,9103,"Diex","K"
"w",158,22,60,"Geographie","Master","ja",6,"AHS",2000,9104,"Pustritz","K"
"w",158,21,58,"Geschichte","Bachelor","ja",4,"HAK",2001,9507,"Villach","K"
"m",169,20,70,"Robotics and Artificial Intelligence","Master","ja",17,"AHS",2002,9232,"Rosegg","K"
"w",177,19,67,"Robotics and Artificial Intelligence","PhD","ja",25,"HAK",2003,9844,"Heiligenblut","K"
"w",167,18,57,"Germanistik","Bachelor","nein",0,"HTL",2004,9121,"Tainach","K"
"w",164,19,59,"Romanistik","Bachelor","nein",0,"AHS",2003,9311,"Kraig","K"
"m",188,20,84,"Geographie","Master","ja",14,"Sonst",2002,9324,"Passering","K"
"w",155,22,52,"Robotics and Artificial Intelligence","PhD","ja",25,"Ausl",2000,9232,"Rosegg","K"
"m",179,27,83,"Wirtschaft und Recht","Master","nein",0,"Ausl",1995,9562,"Himmelberg","K"
"w",154,21,52,"Informationstechnik","Bachelor","ja",7,"HTL",2001,9013,"Klagenfurt am Wörthersee","K"
"w",158,19,60,"Erziehungs- und Bildungswissenschaft","Master","ja",10,"Ausl",2003,9082,"Maria Wörth","K"
"w",166,19,59,"Betriebswirtschaft","Master","ja",37,"Ausl",2003,9800,"Spittal an der Drau","K"
"m",170,31,69,"Philosophie","Master","ja",21,"AHS",1991,9504,"Villach-Warmbad Villach","K"
"w",158,23,72,"Angewandte Informatik","Master","ja",25,"Ausl",1999,9551,"Bodensdorf","K"
"w",174,20,59,"International Business and Economics","Master","ja",9,"HAK",2002,9635,"Dellach","K"
"w",175,23,68,"Germanistik","PhD","ja",12,"AHS",1999,9508,"Villach","K"
"m",168,19,74,"Geschichte","Bachelor","nein",0,"Ausl",2003,9412,"St. Margarethen im Lavanttal","K"
"m",174,19,114,"Informationstechnik","Master","nein",0,"HAK",2003,9412,"St. Margarethen im Lavanttal","K"
"w",170,21,84,"Anglistik und Amerikanistik","Master","ja",13,"HTL",2001,9125,"Kühnsdorf","K"
"m",159,19,60,"Germanistik","Bachelor","nein",0,"Sonst",2003,9861,"Eisentratten","K"
"w",159,21,57,"Geographie","Master","nein",0,"AHS",2001,9241,"Wernberg","K"
"m",181,18,69,"Philosophie","Master","ja",16,"AHS",2004,9473,"Lavamünd","K"
"m",177,19,67,"Technische Mathematik","Master","ja",14,"HBLA",2003,9422,"Maria Rojach","K"
"w",160,23,50,"Germanistik","Master","nein",0,"AHS",1999,9623,"St. Stefan an der Gail","K"
"w",154,21,53,"Technische Mathematik","Master","nein",0,"Ausl",2001,9412,"St. Margarethen im Lavanttal","K"
"w",168,19,77,"Romanistik","Bachelor","nein",0,"Sonst",2003,9713,"Zlan","K"
"w",174,19,73,"Germanistik","Bachelor","ja",41,"AHS",2003,9131,"Grafenstein","K"
"w",144,19,46,"Betriebswirtschaft","Master","nein",0,"Sonst",2003,9061,"Klagenfurt-Wölfnitz","K"
